flight_number,name,date_utc,success,rocket,launchpad,payloads,cores,landing_success,launch_date
77,ArabSat 6A,2019-04-11T22:35:00.000Z,True,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,['5eb0e4cbb6c3bb0006eeb236'],"[{'core': '5e9e28a6f3591897453b265f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}, {'core': '5e9e28a6f359183c413b265d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}, {'core': '5e9e28a6f359188fd53b265e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb90a834e7c8'}]",1,2019-04-11
78,CRS-17,2019-05-04T06:48:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cbb6c3bb0006eeb237'],"[{'core': '5e9e28a7f3591809313b2660', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2019-05-04
79,Starlink v0.9,2019-05-24T02:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cbb6c3bb0006eeb238'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2019-05-24
80,RADARSAT Constellation,2019-06-12T14:17:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['5eb0e4ccb6c3bb0006eeb239'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",1,2019-06-12
81,STP-2,2019-06-25T03:30:00.000Z,True,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,"['5eb0e4ccb6c3bb0006eeb23a', '5eb0e4ccb6c3bb0006eeb23b', '5eb0e4ccb6c3bb0006eeb23c', '5eb0e4ccb6c3bb0006eeb23d', '5eb0e4ccb6c3bb0006eeb23e', '5eb0e4cdb6c3bb0006eeb23f', '5eb0e4cdb6c3bb0006eeb240', '5eb0e4cdb6c3bb0006eeb241', '5eb0e4cdb6c3bb0006eeb242', '5eb0e4cdb6c3bb0006eeb243', '5eb0e4cdb6c3bb0006eeb244', '5eb0e4cdb6c3bb0006eeb245', '5eb0e4ceb6c3bb0006eeb246', '5eb0e4ceb6c3bb0006eeb247', '5eb0e4ceb6c3bb0006eeb248', '5eb0e4ceb6c3bb0006eeb249']","[{'core': '5e9e28a7f3591878063b2661', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}, {'core': '5e9e28a6f359183c413b265d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}, {'core': '5e9e28a6f359188fd53b265e', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb90a834e7c8'}]",1,2019-06-25
82,CRS-18,2019-07-25T22:01:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4ceb6c3bb0006eeb24a'],"[{'core': '5e9e28a7f3591809313b2660', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2019-07-25
83,Amos-17,2019-08-06T22:52:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cfb6c3bb0006eeb24b'],"[{'core': '5e9e28a5f359181eed3b2657', 'flight': 3, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",1,2019-08-06
84,Starlink-1,2019-11-11T14:56:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cfb6c3bb0006eeb24c'],"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2019-11-11
85,CRS-19,2019-12-05T17:29:23.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cfb6c3bb0006eeb24d'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2019-12-05
86,JCSat 18 / Kacific 1,2019-12-17T00:10:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cfb6c3bb0006eeb24e'],"[{'core': '5e9e28a7f3591809313b2660', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2019-12-17
87,Starlink-2,2020-01-07T02:19:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4cfb6c3bb0006eeb24f'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-01-07
88,Crew Dragon In Flight Abort Test,2020-01-19T14:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d0b6c3bb0006eeb250'],"[{'core': '5e9e28a5f359182b023b2656', 'flight': 4, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",1,2020-01-19
89,Starlink-3,2020-01-29T14:06:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d0b6c3bb0006eeb251'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-01-29
90,Starlink-4,2020-02-17T15:05:55.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d0b6c3bb0006eeb252'],"[{'core': '5e9e28a7f3591809313b2660', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-02-17
91,CRS-20,2020-03-07T04:50:31.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d0b6c3bb0006eeb253'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2020-03-07
92,Starlink-5,2020-03-18T12:16:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d0b6c3bb0006eeb254'],"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-03-18
93,Starlink-6,2020-04-22T19:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d1b6c3bb0006eeb255'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-04-22
94,CCtCap Demo Mission 2,2020-05-30T19:22:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d1b6c3bb0006eeb257'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-05-30
95,Starlink-7,2020-06-04T01:25:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d1b6c3bb0006eeb256'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-06-04
96,Starlink-8 & SkySat 16-18,2020-06-13T09:21:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d1b6c3bb0006eeb258'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-06-13
97,GPS III SV03 (Columbus),2020-06-30T19:55:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d2b6c3bb0006eeb25c'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-06-30
98,ANASIS-II,2020-07-20T21:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d2b6c3bb0006eeb25b'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-07-20
99,Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07T05:12:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"['5ed9858b1f30554030d45c3e', '5ee522e32f1f3d474c758123']","[{'core': '5e9e28a6f35918c0803b265c', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-08-07
100,Starlink-10 (v1.0) & SkySat 19-21,2020-08-18T14:31:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5ed9859f1f30554030d45c3f'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-08-18
101,"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30T23:18:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d1b6c3bb0006eeb259'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2020-08-30
102,Starlink-11 (v1.0),2020-09-03T12:46:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5ef6a4600059c33cee4a829e'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-09-03
103,Starlink-12 (v1.0),2020-10-06T11:29:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5ef6a48e0059c33cee4a829f'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-10-06
104,Starlink-13 (v1.0),2020-10-18T12:25:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5ef6a4d50059c33cee4a82a1'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-10-18
105,Starlink-14 (v1.0),2020-10-24T15:31:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5ef6a4ea0059c33cee4a82a2'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-10-24
106,GPS III SV04 (Sacagawea),2020-11-05T23:24:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d2b6c3bb0006eeb25e'],"[{'core': '5f57c5440622a633027900a0', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-11-05
107,Crew-1,2020-11-16T00:27:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d2b6c3bb0006eeb25f'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-11-16
108,Sentinel-6 Michael Freilich,2020-11-21T17:17:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['5ed9867c1f30554030d45c40'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",1,2020-11-21
109,Starlink-15 (v1.0),2020-11-25T02:13:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5fb95c263a88ae63c9546044'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-11-25
110,CRS-21,2020-12-06T16:17:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5eb0e4d3b6c3bb0006eeb262'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2020-12-06
111,SXM-7,2020-12-13T17:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d2b6c3bb0006eeb25d'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2020-12-13
112,NROL-108,2020-12-19T14:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5f839ac7818d8b59f5740d48'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2020-12-19
113,Turksat 5A,2021-01-08T02:15:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d3b6c3bb0006eeb264'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-01-08
114,Starlink-16 (v1.0),2021-01-20T13:02:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fbfedba54ceb10a5664c813'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-01-20
115,Transporter-1,2021-01-24T15:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5fd3871a7faea57d297c86c6'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-01-24
116,Starlink-18 (v1.0),2021-02-04T06:19:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5ff655769257f579ee3a6c64'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-02-04
117,Starlink-19 (v1.0),2021-02-16T03:59:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['600f9bc08f798e2a4d5f97a4'],"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-02-16
118,Starlink-17 (v1.0),2021-03-04T08:24:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fbfedc654ceb10a5664c814'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-03-04
119,Starlink-20 (v1.0),2021-03-11T08:13:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['600f9bcb8f798e2a4d5f97a5'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-03-11
120,Starlink-21 (v1.0),2021-03-14T10:01:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['600f9bd88f798e2a4d5f97a6'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-03-14
121,Starlink-22 (v1.0),2021-03-24T08:28:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['60428afbc041c16716f73cdd'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-03-24
122,Starlink-23 (v1.0),2021-04-07T16:34:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['60428b02c041c16716f73cde'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-04-07
123,Crew-2,2021-04-23T09:49:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fe3b3adb3467846b3242173'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-04-23
124,Starlink-24 (v1.0),2021-04-29T03:44:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['605b4be3aa5433645e37d046'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-04-29
125,Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['605b4befaa5433645e37d047'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-05-04
126,Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6079bd5e9a06446e8c61bf7c'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-05-09
127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"['605b4bfcaa5433645e37d048', '609f48374a12e4692eae4667', '609f49c64a12e4692eae4668']","[{'core': '5e9e28a7f3591817f23b2663', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-05-15
128,Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6079bd679a06446e8c61bf7d'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-05-26
129,CRS-22 & IROSA,2021-06-03T17:29:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fe3b642b3467846b324217b'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-06-03
130,SXM-8,2021-06-06T04:26:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5fe3b57db3467846b324217a'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-06-06
131,GPS III SV05,2021-06-17T16:09:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5eb0e4d2b6c3bb0006eeb261'],"[{'core': '5f57c5440622a633027900a0', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-06-17
132,Transporter-2,2021-06-30T19:31:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['608ac397eb3e50044e3630e7'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2021-06-30
133,CRS-23,2021-08-29T07:14:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fe3c4f2b3467846b3242193'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2021-08-29
134,Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['60e3bf3373359e1e20335c3c'],"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-09-14
135,Inspiration4,2021-09-16T00:02:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['607a382f5a906a44023e0867'],"[{'core': '5f57c5440622a633027900a0', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-09-16
136,Crew-3,2021-11-11T02:03:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['5fe3b3bab3467846b3242174'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2021-11-11
137,Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['618fabf0563d69573ed8caa6'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-11-13
138,DART,2021-11-24T06:20:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['5fe3c4a6b3467846b3242192'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-11-24
